,return_id,sku_id,date,return_qty,reason,location
17032,R17033,SKU001,2024-05-12,3,Wrong Item,Hyderabad
17033,R17034,SKU001,2024-05-12,2,Other,Bangalore
17034,R17035,SKU001,2024-05-12,2,Wrong Item,Bangalore
17035,R17036,SKU001,2024-05-12,3,Wrong Item,Bangalore
17036,R17037,SKU001,2024-05-12,3,Late Delivery,Mumbai
17037,R17038,SKU001,2024-05-12,1,Other,Delhi
17038,R17039,SKU001,2024-05-12,3,Other,Delhi
17039,R17040,SKU001,2024-05-12,2,Wrong Item,Chennai
17040,R17041,SKU001,2024-05-12,3,Late Delivery,Mumbai
17041,R17042,SKU001,2024-05-12,1,Wrong Item,Bangalore
17042,R17043,SKU001,2024-05-12,3,Other,Delhi
17043,R17044,SKU001,2024-05-12,1,Late Delivery,Hyderabad
17044,R17045,SKU001,2024-05-12,1,Other,Chennai
17045,R17046,SKU001,2024-05-12,1,Damaged,Bangalore
17046,R17047,SKU001,2024-05-12,3,Late Delivery,Mumbai
17047,R17048,SKU001,2024-05-12,3,Damaged,Mumbai
17048,R17049,SKU001,2024-05-12,3,Wrong Item,Delhi
17049,R17050,SKU001,2024-05-12,3,Late Delivery,Delhi
17050,R17051,SKU001,2024-05-12,3,Late Delivery,Mumbai
17051,R17052,SKU001,2024-05-12,3,Late Delivery,Mumbai
17052,R17053,SKU001,2024-05-12,3,Late Delivery,Mumbai
17053,R17054,SKU001,2024-05-12,2,Wrong Item,Hyderabad
17054,R17055,SKU001,2024-05-12,1,Damaged,Hyderabad
17055,R17056,SKU001,2024-05-12,1,Other,Bangalore
17056,R17057,SKU002,2024-05-12,1,Late Delivery,Mumbai
17057,R17058,SKU002,2024-05-12,1,Late Delivery,Hyderabad
17058,R17059,SKU002,2024-05-12,2,Wrong Item,Mumbai
17059,R17060,SKU002,2024-05-12,1,Damaged,Hyderabad
17060,R17061,SKU002,2024-05-12,3,Other,Chennai
17061,R17062,SKU002,2024-05-12,1,Damaged,Delhi
17062,R17063,SKU002,2024-05-12,1,Wrong Item,Hyderabad
17063,R17064,SKU002,2024-05-12,3,Wrong Item,Chennai
17064,R17065,SKU002,2024-05-12,2,Damaged,Chennai
17065,R17066,SKU003,2024-05-12,1,Damaged,Bangalore
17066,R17067,SKU003,2024-05-12,1,Other,Hyderabad
17067,R17068,SKU003,2024-05-12,2,Late Delivery,Hyderabad
17068,R17069,SKU003,2024-05-12,3,Damaged,Chennai
17069,R17070,SKU003,2024-05-12,1,Other,Hyderabad
17070,R17071,SKU003,2024-05-12,3,Late Delivery,Hyderabad
17071,R17072,SKU003,2024-05-12,1,Other,Delhi
17072,R17073,SKU003,2024-05-12,3,Damaged,Delhi
17073,R17074,SKU003,2024-05-12,2,Other,Bangalore
17074,R17075,SKU003,2024-05-12,3,Wrong Item,Mumbai
17075,R17076,SKU003,2024-05-12,1,Damaged,Bangalore
17076,R17077,SKU003,2024-05-12,2,Late Delivery,Bangalore
17077,R17078,SKU003,2024-05-12,1,Other,Chennai
17078,R17079,SKU003,2024-05-12,1,Other,Bangalore
17079,R17080,SKU003,2024-05-12,3,Late Delivery,Delhi
17080,R17081,SKU003,2024-05-12,1,Late Delivery,Mumbai
17081,R17082,SKU003,2024-05-12,1,Other,Hyderabad
17082,R17083,SKU003,2024-05-12,1,Other,Delhi
17083,R17084,SKU003,2024-05-12,3,Other,Mumbai
17084,R17085,SKU003,2024-05-12,1,Late Delivery,Delhi
17085,R17086,SKU003,2024-05-12,2,Other,Bangalore
17086,R17087,SKU003,2024-05-12,1,Late Delivery,Hyderabad
17087,R17088,SKU004,2024-05-12,1,Late Delivery,Delhi
17088,R17089,SKU004,2024-05-12,2,Other,Hyderabad
17089,R17090,SKU004,2024-05-12,2,Damaged,Chennai
17090,R17091,SKU004,2024-05-12,2,Other,Mumbai
17091,R17092,SKU004,2024-05-12,3,Wrong Item,Delhi
17092,R17093,SKU004,2024-05-12,1,Wrong Item,Mumbai
17093,R17094,SKU004,2024-05-12,1,Damaged,Chennai
17094,R17095,SKU004,2024-05-12,3,Wrong Item,Delhi
17095,R17096,SKU004,2024-05-12,1,Other,Mumbai
17096,R17097,SKU004,2024-05-12,2,Late Delivery,Bangalore
17097,R17098,SKU004,2024-05-12,1,Wrong Item,Chennai
17098,R17099,SKU004,2024-05-12,2,Wrong Item,Mumbai
17099,R17100,SKU004,2024-05-12,3,Damaged,Bangalore
17100,R17101,SKU004,2024-05-12,2,Other,Delhi
17101,R17102,SKU004,2024-05-12,2,Damaged,Chennai
17102,R17103,SKU004,2024-05-12,3,Wrong Item,Bangalore
17103,R17104,SKU004,2024-05-12,1,Wrong Item,Bangalore
17104,R17105,SKU004,2024-05-12,3,Damaged,Hyderabad
17105,R17106,SKU004,2024-05-12,2,Wrong Item,Hyderabad
17106,R17107,SKU004,2024-05-12,2,Late Delivery,Delhi
17107,R17108,SKU004,2024-05-12,3,Other,Hyderabad
17108,R17109,SKU004,2024-05-12,1,Wrong Item,Hyderabad
17109,R17110,SKU004,2024-05-12,3,Damaged,Mumbai
17110,R17111,SKU004,2024-05-12,1,Late Delivery,Mumbai
17111,R17112,SKU004,2024-05-12,2,Late Delivery,Delhi
17112,R17113,SKU005,2024-05-12,3,Other,Hyderabad
17113,R17114,SKU005,2024-05-12,3,Other,Chennai
17114,R17115,SKU005,2024-05-12,2,Other,Chennai
17115,R17116,SKU005,2024-05-12,1,Other,Mumbai
17116,R17117,SKU005,2024-05-12,1,Wrong Item,Hyderabad
17117,R17118,SKU005,2024-05-12,3,Wrong Item,Mumbai
17118,R17119,SKU005,2024-05-12,2,Damaged,Chennai
17119,R17120,SKU005,2024-05-12,1,Wrong Item,Hyderabad
17120,R17121,SKU005,2024-05-12,1,Wrong Item,Mumbai
17121,R17122,SKU005,2024-05-12,3,Late Delivery,Mumbai
17122,R17123,SKU005,2024-05-12,2,Late Delivery,Bangalore
17123,R17124,SKU005,2024-05-12,2,Other,Hyderabad
17124,R17125,SKU005,2024-05-12,1,Late Delivery,Chennai
17125,R17126,SKU005,2024-05-12,2,Other,Hyderabad
17126,R17127,SKU005,2024-05-12,1,Damaged,Chennai
17127,R17128,SKU005,2024-05-12,3,Damaged,Delhi
17128,R17129,SKU005,2024-05-12,2,Late Delivery,Delhi
17129,R17130,SKU005,2024-05-12,3,Damaged,Bangalore
17130,R17131,SKU005,2024-05-12,1,Damaged,Mumbai
17131,R17132,SKU005,2024-05-12,1,Wrong Item,Mumbai
17132,R17133,SKU006,2024-05-12,2,Late Delivery,Bangalore
17133,R17134,SKU006,2024-05-12,1,Wrong Item,Mumbai
17134,R17135,SKU006,2024-05-12,3,Other,Bangalore
17135,R17136,SKU006,2024-05-12,2,Wrong Item,Mumbai
17136,R17137,SKU006,2024-05-12,2,Other,Mumbai
17137,R17138,SKU006,2024-05-12,1,Damaged,Hyderabad
17138,R17139,SKU006,2024-05-12,2,Wrong Item,Hyderabad
17139,R17140,SKU006,2024-05-12,3,Wrong Item,Bangalore
17140,R17141,SKU006,2024-05-12,3,Other,Delhi
17141,R17142,SKU006,2024-05-12,3,Wrong Item,Mumbai
17142,R17143,SKU006,2024-05-12,2,Damaged,Chennai
17143,R17144,SKU006,2024-05-12,2,Wrong Item,Chennai
17144,R17145,SKU006,2024-05-12,3,Other,Mumbai
17145,R17146,SKU006,2024-05-12,2,Wrong Item,Delhi
17146,R17147,SKU006,2024-05-12,3,Other,Mumbai
17147,R17148,SKU006,2024-05-12,3,Damaged,Mumbai
17148,R17149,SKU006,2024-05-12,1,Other,Chennai
17149,R17150,SKU006,2024-05-12,2,Damaged,Chennai
17150,R17151,SKU006,2024-05-12,3,Late Delivery,Bangalore
17151,R17152,SKU006,2024-05-12,3,Damaged,Chennai
17152,R17153,SKU006,2024-05-12,3,Wrong Item,Delhi
17153,R17154,SKU006,2024-05-12,3,Damaged,Chennai
17154,R17155,SKU006,2024-05-12,3,Late Delivery,Delhi
17155,R17156,SKU006,2024-05-12,1,Damaged,Hyderabad
17156,R17157,SKU006,2024-05-12,3,Late Delivery,Bangalore
17157,R17158,SKU006,2024-05-12,2,Late Delivery,Hyderabad
17158,R17159,SKU006,2024-05-12,2,Wrong Item,Chennai
17159,R17160,SKU006,2024-05-12,1,Damaged,Delhi
17160,R17161,SKU007,2024-05-12,1,Damaged,Delhi
17161,R17162,SKU007,2024-05-12,2,Other,Bangalore
17162,R17163,SKU007,2024-05-12,1,Late Delivery,Delhi
17163,R17164,SKU007,2024-05-12,2,Damaged,Delhi
17164,R17165,SKU007,2024-05-12,1,Wrong Item,Chennai
17165,R17166,SKU007,2024-05-12,3,Late Delivery,Chennai
17166,R17167,SKU007,2024-05-12,1,Damaged,Hyderabad
17167,R17168,SKU007,2024-05-12,1,Damaged,Hyderabad
17168,R17169,SKU007,2024-05-12,2,Damaged,Hyderabad
17169,R17170,SKU007,2024-05-12,1,Other,Chennai
17170,R17171,SKU007,2024-05-12,3,Late Delivery,Chennai
17171,R17172,SKU008,2024-05-12,3,Wrong Item,Hyderabad
17172,R17173,SKU008,2024-05-12,3,Other,Bangalore
17173,R17174,SKU008,2024-05-12,1,Damaged,Hyderabad
17174,R17175,SKU008,2024-05-12,2,Late Delivery,Chennai
17175,R17176,SKU008,2024-05-12,2,Late Delivery,Hyderabad
17176,R17177,SKU008,2024-05-12,2,Other,Bangalore
17177,R17178,SKU008,2024-05-12,3,Wrong Item,Hyderabad
17178,R17179,SKU008,2024-05-12,2,Late Delivery,Mumbai
17179,R17180,SKU008,2024-05-12,2,Other,Chennai
17180,R17181,SKU008,2024-05-12,1,Late Delivery,Bangalore
17181,R17182,SKU009,2024-05-12,1,Damaged,Hyderabad
17182,R17183,SKU009,2024-05-12,1,Other,Chennai
17183,R17184,SKU009,2024-05-12,3,Late Delivery,Mumbai
17184,R17185,SKU009,2024-05-12,1,Wrong Item,Hyderabad
17185,R17186,SKU009,2024-05-12,2,Damaged,Hyderabad
17186,R17187,SKU009,2024-05-12,2,Other,Delhi
17187,R17188,SKU009,2024-05-12,1,Late Delivery,Hyderabad
17188,R17189,SKU009,2024-05-12,2,Other,Chennai
17189,R17190,SKU009,2024-05-12,1,Other,Bangalore
17190,R17191,SKU009,2024-05-12,3,Damaged,Mumbai
17191,R17192,SKU009,2024-05-12,2,Other,Bangalore
17192,R17193,SKU009,2024-05-12,2,Other,Mumbai
17193,R17194,SKU009,2024-05-12,3,Late Delivery,Chennai
17194,R17195,SKU009,2024-05-12,1,Late Delivery,Hyderabad
17195,R17196,SKU009,2024-05-12,3,Late Delivery,Hyderabad
17196,R17197,SKU009,2024-05-12,2,Late Delivery,Delhi
17197,R17198,SKU009,2024-05-12,2,Late Delivery,Bangalore
17198,R17199,SKU010,2024-05-12,2,Late Delivery,Delhi
17199,R17200,SKU010,2024-05-12,3,Late Delivery,Delhi
17200,R17201,SKU010,2024-05-12,1,Late Delivery,Chennai
17201,R17202,SKU010,2024-05-12,3,Other,Chennai
17202,R17203,SKU010,2024-05-12,1,Late Delivery,Delhi
17203,R17204,SKU010,2024-05-12,3,Wrong Item,Hyderabad
17204,R17205,SKU010,2024-05-12,2,Damaged,Delhi
17205,R17206,SKU010,2024-05-12,3,Wrong Item,Mumbai
17206,R17207,SKU010,2024-05-12,3,Wrong Item,Chennai
17207,R17208,SKU010,2024-05-12,2,Damaged,Delhi
17208,R17209,SKU010,2024-05-12,3,Late Delivery,Delhi
17209,R17210,SKU010,2024-05-12,1,Damaged,Bangalore
17210,R17211,SKU010,2024-05-12,1,Wrong Item,Mumbai
17211,R17212,SKU010,2024-05-12,1,Late Delivery,Mumbai
17212,R17213,SKU010,2024-05-12,2,Wrong Item,Bangalore
17213,R17214,SKU010,2024-05-12,2,Wrong Item,Hyderabad
17214,R17215,SKU010,2024-05-12,1,Wrong Item,Bangalore
17215,R17216,SKU010,2024-05-12,2,Wrong Item,Hyderabad
17216,R17217,SKU010,2024-05-12,1,Other,Chennai
17217,R17218,SKU010,2024-05-12,2,Other,Hyderabad
17218,R17219,SKU010,2024-05-12,1,Other,Bangalore
17219,R17220,SKU010,2024-05-12,3,Late Delivery,Bangalore
17220,R17221,SKU011,2024-05-12,2,Other,Delhi
17221,R17222,SKU011,2024-05-12,2,Late Delivery,Hyderabad
17222,R17223,SKU011,2024-05-12,2,Other,Delhi
17223,R17224,SKU011,2024-05-12,3,Wrong Item,Chennai
17224,R17225,SKU011,2024-05-12,2,Damaged,Chennai
17225,R17226,SKU011,2024-05-12,3,Late Delivery,Hyderabad
17226,R17227,SKU011,2024-05-12,3,Damaged,Delhi
17227,R17228,SKU011,2024-05-12,2,Late Delivery,Delhi
17228,R17229,SKU011,2024-05-12,1,Wrong Item,Bangalore
17229,R17230,SKU011,2024-05-12,3,Other,Bangalore
17230,R17231,SKU011,2024-05-12,2,Damaged,Bangalore
17231,R17232,SKU011,2024-05-12,1,Wrong Item,Delhi
17232,R17233,SKU011,2024-05-12,1,Late Delivery,Hyderabad
17233,R17234,SKU011,2024-05-12,3,Wrong Item,Bangalore
17234,R17235,SKU012,2024-05-12,2,Wrong Item,Mumbai
17235,R17236,SKU012,2024-05-12,1,Other,Chennai
17236,R17237,SKU012,2024-05-12,2,Damaged,Chennai
17237,R17238,SKU012,2024-05-12,3,Late Delivery,Chennai
17238,R17239,SKU012,2024-05-12,2,Wrong Item,Hyderabad
17239,R17240,SKU012,2024-05-12,3,Late Delivery,Chennai
17240,R17241,SKU012,2024-05-12,1,Other,Mumbai
17241,R17242,SKU012,2024-05-12,2,Damaged,Hyderabad
17242,R17243,SKU012,2024-05-12,1,Late Delivery,Chennai
17243,R17244,SKU012,2024-05-12,2,Damaged,Bangalore
17244,R17245,SKU012,2024-05-12,3,Damaged,Chennai
17245,R17246,SKU012,2024-05-12,3,Other,Hyderabad
17246,R17247,SKU012,2024-05-12,2,Late Delivery,Chennai
17247,R17248,SKU012,2024-05-12,1,Wrong Item,Delhi
17248,R17249,SKU012,2024-05-12,2,Damaged,Delhi
17249,R17250,SKU012,2024-05-12,2,Other,Chennai
17250,R17251,SKU012,2024-05-12,3,Late Delivery,Chennai
17251,R17252,SKU012,2024-05-12,2,Wrong Item,Delhi
17252,R17253,SKU012,2024-05-12,2,Late Delivery,Delhi
17253,R17254,SKU012,2024-05-12,3,Late Delivery,Chennai
17254,R17255,SKU012,2024-05-12,1,Other,Mumbai
17255,R17256,SKU012,2024-05-12,3,Other,Bangalore
17256,R17257,SKU013,2024-05-12,3,Wrong Item,Delhi
17257,R17258,SKU013,2024-05-12,3,Wrong Item,Mumbai
17258,R17259,SKU013,2024-05-12,1,Wrong Item,Hyderabad
17259,R17260,SKU013,2024-05-12,1,Wrong Item,Hyderabad
17260,R17261,SKU013,2024-05-12,1,Wrong Item,Hyderabad
17261,R17262,SKU013,2024-05-12,1,Other,Chennai
17262,R17263,SKU013,2024-05-12,2,Damaged,Mumbai
17263,R17264,SKU013,2024-05-12,1,Late Delivery,Delhi
17264,R17265,SKU013,2024-05-12,3,Other,Bangalore
17265,R17266,SKU013,2024-05-12,2,Other,Mumbai
17266,R17267,SKU013,2024-05-12,1,Late Delivery,Bangalore
17267,R17268,SKU013,2024-05-12,2,Damaged,Delhi
17268,R17269,SKU013,2024-05-12,3,Wrong Item,Bangalore
17269,R17270,SKU013,2024-05-12,2,Late Delivery,Chennai
17270,R17271,SKU013,2024-05-12,3,Damaged,Hyderabad
17271,R17272,SKU014,2024-05-12,3,Wrong Item,Chennai
17272,R17273,SKU014,2024-05-12,3,Other,Bangalore
17273,R17274,SKU014,2024-05-12,2,Damaged,Hyderabad
17274,R17275,SKU014,2024-05-12,2,Wrong Item,Delhi
17275,R17276,SKU014,2024-05-12,1,Late Delivery,Hyderabad
17276,R17277,SKU014,2024-05-12,3,Wrong Item,Delhi
17277,R17278,SKU014,2024-05-12,2,Damaged,Hyderabad
17278,R17279,SKU014,2024-05-12,3,Late Delivery,Mumbai
17279,R17280,SKU015,2024-05-12,2,Other,Mumbai
17280,R17281,SKU015,2024-05-12,3,Damaged,Chennai
17281,R17282,SKU015,2024-05-12,2,Wrong Item,Mumbai
17282,R17283,SKU015,2024-05-12,3,Other,Hyderabad
17283,R17284,SKU015,2024-05-12,2,Wrong Item,Chennai
17284,R17285,SKU015,2024-05-12,2,Wrong Item,Bangalore
17285,R17286,SKU015,2024-05-12,2,Damaged,Delhi
17286,R17287,SKU015,2024-05-12,1,Wrong Item,Mumbai
17287,R17288,SKU015,2024-05-12,2,Late Delivery,Mumbai
17288,R17289,SKU015,2024-05-12,3,Other,Chennai
17289,R17290,SKU015,2024-05-12,2,Other,Hyderabad
17290,R17291,SKU015,2024-05-12,3,Late Delivery,Delhi
17291,R17292,SKU015,2024-05-12,3,Other,Chennai
17292,R17293,SKU015,2024-05-12,2,Other,Hyderabad
17293,R17294,SKU015,2024-05-12,1,Wrong Item,Delhi
17294,R17295,SKU015,2024-05-12,1,Wrong Item,Chennai
17295,R17296,SKU015,2024-05-12,1,Damaged,Bangalore
17296,R17297,SKU015,2024-05-12,2,Damaged,Bangalore
17297,R17298,SKU015,2024-05-12,3,Other,Bangalore
17298,R17299,SKU015,2024-05-12,3,Other,Hyderabad
17299,R17300,SKU016,2024-05-12,3,Wrong Item,Bangalore
17300,R17301,SKU016,2024-05-12,3,Other,Mumbai
17301,R17302,SKU016,2024-05-12,1,Wrong Item,Delhi
17302,R17303,SKU016,2024-05-12,2,Late Delivery,Bangalore
17303,R17304,SKU016,2024-05-12,1,Wrong Item,Chennai
17304,R17305,SKU016,2024-05-12,3,Damaged,Mumbai
17305,R17306,SKU016,2024-05-12,2,Late Delivery,Bangalore
17306,R17307,SKU016,2024-05-12,2,Wrong Item,Delhi
17307,R17308,SKU016,2024-05-12,3,Wrong Item,Mumbai
17308,R17309,SKU016,2024-05-12,2,Wrong Item,Hyderabad
17309,R17310,SKU016,2024-05-12,3,Wrong Item,Hyderabad
17310,R17311,SKU016,2024-05-12,2,Other,Chennai
17311,R17312,SKU016,2024-05-12,2,Wrong Item,Bangalore
17312,R17313,SKU016,2024-05-12,1,Wrong Item,Mumbai
17313,R17314,SKU017,2024-05-12,1,Wrong Item,Delhi
17314,R17315,SKU017,2024-05-12,3,Other,Chennai
17315,R17316,SKU017,2024-05-12,2,Damaged,Mumbai
17316,R17317,SKU017,2024-05-12,3,Wrong Item,Delhi
17317,R17318,SKU017,2024-05-12,1,Late Delivery,Hyderabad
17318,R17319,SKU017,2024-05-12,2,Wrong Item,Chennai
17319,R17320,SKU017,2024-05-12,1,Damaged,Delhi
17320,R17321,SKU017,2024-05-12,2,Damaged,Hyderabad
17321,R17322,SKU017,2024-05-12,2,Other,Mumbai
17322,R17323,SKU017,2024-05-12,1,Late Delivery,Mumbai
17323,R17324,SKU017,2024-05-12,2,Other,Mumbai
17324,R17325,SKU017,2024-05-12,2,Damaged,Hyderabad
17325,R17326,SKU017,2024-05-12,1,Other,Mumbai
17326,R17327,SKU017,2024-05-12,1,Wrong Item,Bangalore
17327,R17328,SKU017,2024-05-12,3,Late Delivery,Delhi
17328,R17329,SKU017,2024-05-12,2,Other,Delhi
17329,R17330,SKU017,2024-05-12,2,Late Delivery,Mumbai
17330,R17331,SKU018,2024-05-12,2,Other,Delhi
17331,R17332,SKU018,2024-05-12,2,Wrong Item,Hyderabad
17332,R17333,SKU018,2024-05-12,3,Other,Bangalore
17333,R17334,SKU018,2024-05-12,1,Wrong Item,Hyderabad
17334,R17335,SKU018,2024-05-12,3,Late Delivery,Mumbai
17335,R17336,SKU018,2024-05-12,1,Wrong Item,Bangalore
17336,R17337,SKU018,2024-05-12,3,Late Delivery,Bangalore
17337,R17338,SKU018,2024-05-12,3,Damaged,Bangalore
17338,R17339,SKU018,2024-05-12,1,Wrong Item,Hyderabad
17339,R17340,SKU018,2024-05-12,1,Other,Bangalore
17340,R17341,SKU018,2024-05-12,3,Other,Delhi
17341,R17342,SKU018,2024-05-12,2,Damaged,Bangalore
17342,R17343,SKU018,2024-05-12,1,Damaged,Mumbai
17343,R17344,SKU018,2024-05-12,3,Late Delivery,Mumbai
17344,R17345,SKU018,2024-05-12,3,Other,Chennai
17345,R17346,SKU018,2024-05-12,1,Other,Mumbai
17346,R17347,SKU018,2024-05-12,2,Damaged,Mumbai
17347,R17348,SKU018,2024-05-12,2,Other,Mumbai
17348,R17349,SKU019,2024-05-12,3,Other,Chennai
17349,R17350,SKU019,2024-05-12,1,Damaged,Hyderabad
17350,R17351,SKU019,2024-05-12,3,Other,Chennai
17351,R17352,SKU019,2024-05-12,2,Other,Mumbai
17352,R17353,SKU019,2024-05-12,1,Wrong Item,Delhi
17353,R17354,SKU019,2024-05-12,2,Late Delivery,Hyderabad
17354,R17355,SKU019,2024-05-12,2,Wrong Item,Chennai
17355,R17356,SKU019,2024-05-12,2,Damaged,Delhi
17356,R17357,SKU019,2024-05-12,1,Late Delivery,Bangalore
17357,R17358,SKU019,2024-05-12,2,Late Delivery,Mumbai
17358,R17359,SKU019,2024-05-12,2,Wrong Item,Bangalore
17359,R17360,SKU019,2024-05-12,2,Damaged,Chennai
17360,R17361,SKU019,2024-05-12,1,Late Delivery,Delhi
17361,R17362,SKU019,2024-05-12,3,Damaged,Mumbai
17362,R17363,SKU019,2024-05-12,3,Wrong Item,Hyderabad
17363,R17364,SKU019,2024-05-12,2,Late Delivery,Bangalore
17364,R17365,SKU019,2024-05-12,1,Damaged,Hyderabad
17365,R17366,SKU019,2024-05-12,1,Late Delivery,Chennai
17366,R17367,SKU019,2024-05-12,3,Wrong Item,Mumbai
17367,R17368,SKU019,2024-05-12,1,Late Delivery,Bangalore
17368,R17369,SKU019,2024-05-12,2,Other,Mumbai
17369,R17370,SKU019,2024-05-12,3,Late Delivery,Chennai
17370,R17371,SKU019,2024-05-12,3,Late Delivery,Chennai
17371,R17372,SKU019,2024-05-12,1,Other,Chennai
17372,R17373,SKU020,2024-05-12,3,Damaged,Delhi
17373,R17374,SKU020,2024-05-12,1,Late Delivery,Mumbai
17374,R17375,SKU020,2024-05-12,1,Damaged,Hyderabad
17375,R17376,SKU020,2024-05-12,1,Damaged,Mumbai
17376,R17377,SKU020,2024-05-12,2,Damaged,Chennai
17377,R17378,SKU020,2024-05-12,1,Other,Chennai
17378,R17379,SKU020,2024-05-12,3,Wrong Item,Chennai
17379,R17380,SKU020,2024-05-12,3,Late Delivery,Mumbai
17380,R17381,SKU020,2024-05-12,2,Late Delivery,Chennai
17381,R17382,SKU020,2024-05-12,3,Late Delivery,Chennai
17382,R17383,SKU020,2024-05-12,1,Damaged,Bangalore
17383,R17384,SKU020,2024-05-12,3,Other,Chennai
17384,R17385,SKU021,2024-05-12,3,Other,Chennai
17385,R17386,SKU021,2024-05-12,1,Late Delivery,Delhi
17386,R17387,SKU021,2024-05-12,3,Late Delivery,Delhi
17387,R17388,SKU021,2024-05-12,3,Damaged,Bangalore
17388,R17389,SKU021,2024-05-12,1,Wrong Item,Chennai
17389,R17390,SKU021,2024-05-12,3,Wrong Item,Chennai
17390,R17391,SKU021,2024-05-12,1,Late Delivery,Mumbai
17391,R17392,SKU021,2024-05-12,3,Damaged,Mumbai
17392,R17393,SKU021,2024-05-12,1,Late Delivery,Chennai
17393,R17394,SKU021,2024-05-12,1,Other,Delhi
17394,R17395,SKU021,2024-05-12,2,Other,Chennai
17395,R17396,SKU021,2024-05-12,3,Wrong Item,Chennai
17396,R17397,SKU022,2024-05-12,3,Wrong Item,Delhi
17397,R17398,SKU022,2024-05-12,2,Other,Delhi
17398,R17399,SKU022,2024-05-12,1,Wrong Item,Bangalore
17399,R17400,SKU022,2024-05-12,1,Wrong Item,Mumbai
17400,R17401,SKU022,2024-05-12,1,Damaged,Chennai
17401,R17402,SKU022,2024-05-12,2,Wrong Item,Delhi
17402,R17403,SKU022,2024-05-12,2,Wrong Item,Mumbai
17403,R17404,SKU022,2024-05-12,2,Late Delivery,Delhi
17404,R17405,SKU022,2024-05-12,1,Other,Bangalore
17405,R17406,SKU022,2024-05-12,1,Late Delivery,Mumbai
17406,R17407,SKU022,2024-05-12,1,Other,Bangalore
17407,R17408,SKU022,2024-05-12,3,Late Delivery,Bangalore
17408,R17409,SKU022,2024-05-12,1,Damaged,Hyderabad
17409,R17410,SKU022,2024-05-12,3,Damaged,Hyderabad
17410,R17411,SKU022,2024-05-12,1,Other,Delhi
17411,R17412,SKU022,2024-05-12,1,Damaged,Mumbai
17412,R17413,SKU022,2024-05-12,2,Damaged,Bangalore
17413,R17414,SKU022,2024-05-12,2,Late Delivery,Bangalore
17414,R17415,SKU022,2024-05-12,2,Damaged,Delhi
17415,R17416,SKU022,2024-05-12,3,Other,Bangalore
17416,R17417,SKU022,2024-05-12,3,Damaged,Chennai
17417,R17418,SKU022,2024-05-12,2,Damaged,Bangalore
17418,R17419,SKU022,2024-05-12,1,Other,Hyderabad
17419,R17420,SKU022,2024-05-12,2,Other,Mumbai
17420,R17421,SKU022,2024-05-12,2,Wrong Item,Chennai
17421,R17422,SKU022,2024-05-12,2,Wrong Item,Hyderabad
17422,R17423,SKU022,2024-05-12,3,Late Delivery,Chennai
17423,R17424,SKU022,2024-05-12,2,Late Delivery,Delhi
17424,R17425,SKU023,2024-05-12,2,Other,Delhi
17425,R17426,SKU023,2024-05-12,1,Other,Hyderabad
17426,R17427,SKU023,2024-05-12,1,Damaged,Delhi
17427,R17428,SKU023,2024-05-12,2,Damaged,Delhi
17428,R17429,SKU023,2024-05-12,1,Damaged,Chennai
17429,R17430,SKU023,2024-05-12,1,Wrong Item,Hyderabad
17430,R17431,SKU023,2024-05-12,2,Wrong Item,Hyderabad
17431,R17432,SKU023,2024-05-12,2,Late Delivery,Bangalore
17432,R17433,SKU023,2024-05-12,1,Late Delivery,Chennai
17433,R17434,SKU023,2024-05-12,1,Late Delivery,Delhi
17434,R17435,SKU024,2024-05-12,1,Late Delivery,Mumbai
17435,R17436,SKU024,2024-05-12,3,Other,Bangalore
17436,R17437,SKU024,2024-05-12,3,Wrong Item,Bangalore
17437,R17438,SKU024,2024-05-12,3,Damaged,Chennai
17438,R17439,SKU024,2024-05-12,3,Wrong Item,Mumbai
17439,R17440,SKU024,2024-05-12,2,Late Delivery,Hyderabad
17440,R17441,SKU024,2024-05-12,1,Damaged,Mumbai
17441,R17442,SKU024,2024-05-12,2,Late Delivery,Hyderabad
17442,R17443,SKU024,2024-05-12,2,Other,Mumbai
17443,R17444,SKU024,2024-05-12,2,Late Delivery,Mumbai
17444,R17445,SKU024,2024-05-12,1,Wrong Item,Hyderabad
17445,R17446,SKU024,2024-05-12,3,Damaged,Chennai
17446,R17447,SKU024,2024-05-12,3,Wrong Item,Hyderabad
17447,R17448,SKU024,2024-05-12,3,Damaged,Hyderabad
17448,R17449,SKU024,2024-05-12,1,Other,Mumbai
17449,R17450,SKU024,2024-05-12,2,Damaged,Mumbai
17450,R17451,SKU024,2024-05-12,1,Other,Mumbai
17451,R17452,SKU024,2024-05-12,1,Damaged,Delhi
17452,R17453,SKU024,2024-05-12,2,Other,Hyderabad
17453,R17454,SKU024,2024-05-12,1,Wrong Item,Hyderabad
17454,R17455,SKU024,2024-05-12,3,Late Delivery,Chennai
17455,R17456,SKU024,2024-05-12,2,Other,Bangalore
17456,R17457,SKU024,2024-05-12,1,Late Delivery,Chennai
17457,R17458,SKU024,2024-05-12,1,Other,Delhi
17458,R17459,SKU024,2024-05-12,3,Late Delivery,Mumbai
17459,R17460,SKU025,2024-05-12,1,Damaged,Bangalore
17460,R17461,SKU025,2024-05-12,3,Late Delivery,Hyderabad
17461,R17462,SKU025,2024-05-12,3,Wrong Item,Bangalore
17462,R17463,SKU025,2024-05-12,2,Damaged,Hyderabad
17463,R17464,SKU025,2024-05-12,3,Other,Chennai
